period,prefecture_code,people_transported
2010-06,36,1
2010-06,37,2
2010-06,38,0
2010-06,39,0
2010-06,40,0
2010-06,41,0
2010-06,42,0
2010-06,43,0
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,4
2010-06,1,1
2010-06,2,0
2010-06,3,1
2010-06,4,1
2010-06,5,1
2010-06,6,0
2010-06,7,1
2010-06,8,1
2010-06,9,0
2010-06,10,4
2010-06,11,9
2010-06,12,1
2010-06,13,6
2010-06,14,1
2010-06,15,1
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,20,1
2010-06,21,0
2010-06,22,1
2010-06,23,7
2010-06,24,1
2010-06,25,1
2010-06,26,0
2010-06,27,0
2010-06,28,2
2010-06,29,0
2010-06,32,1
2010-06,33,1
2010-06,34,2
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,0
2010-06,41,0
2010-06,42,0
2010-06,43,1
2010-06,44,1
2010-06,45,0
2010-06,46,0
2010-06,47,1
2010-06,1,2
2010-06,2,0
2010-06,3,0
2010-06,4,3
2010-06,6,1
2010-06,7,1
2010-06,8,4
2010-06,9,2
2010-06,10,4
2010-06,11,5
2010-06,12,2
2010-06,13,3
2010-06,14,5
2010-06,15,2
2010-06,16,0
2010-06,17,1
2010-06,18,0
2010-06,19,2
2010-06,20,2
2010-06,21,2
2010-06,22,2
2010-06,23,14
2010-06,24,1
2010-06,26,1
2010-06,27,2
2010-06,28,3
2010-06,29,0
2010-06,30,1
2010-06,31,1
2010-06,32,1
2010-06,33,1
2010-06,34,1
2010-06,35,0
2010-06,36,2
2010-06,37,1
2010-06,38,3
2010-06,39,1
2010-06,40,2
2010-06,41,0
2010-06,42,0
2010-06,43,1
2010-06,44,1
2010-06,45,1
2010-06,46,0
2010-06,47,5
2010-06,1,0
2010-06,2,0
2010-06,3,0
2010-06,4,0
2010-06,6,0
2010-06,7,0
2010-06,8,0
2010-06,9,1
2010-06,10,0
2010-06,11,1
2010-06,12,0
2010-06,14,0
2010-06,15,0
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,20,0
2010-06,21,0
2010-06,22,0
2010-06,23,1
2010-06,24,1
2010-06,26,0
2010-06,27,0
2010-06,28,2
2010-06,29,1
2010-06,30,2
2010-06,32,0
2010-06,33,1
2010-06,34,2
2010-06,35,1
2010-06,36,1
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,3
2010-06,41,1
2010-06,42,0
2010-06,43,0
2010-06,44,1
2010-06,45,0
2010-06,46,0
2010-06,47,2
2010-06,1,0
2010-06,2,0
2010-06,3,0
2010-06,4,1
2010-06,5,1
2010-06,6,0
2010-06,7,1
2010-06,8,3
2010-06,9,2
2010-06,10,3
2010-06,11,1
2010-06,12,0
2010-06,13,5
2010-06,14,2
2010-06,15,3
2010-06,16,0
2010-06,17,0
2010-06,18,2
2010-06,19,1
2010-06,20,1
2010-06,21,1
2010-06,22,0
2010-06,23,7
2010-06,24,1
2010-06,25,2
2010-06,26,2
2010-06,27,5
2010-06,28,3
2010-06,29,0
2010-06,30,3
2010-06,32,0
2010-06,33,1
2010-06,34,1
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,1
2010-06,39,0
2010-06,40,1
2010-06,41,3
2010-06,42,0
2010-06,43,1
2010-06,44,0
2010-06,45,1
2010-06,46,1
2010-06,47,0
2010-06,1,7
2010-06,2,2
2010-06,3,5
2010-06,4,1
2010-06,5,1
2010-06,6,0
2010-06,7,5
2010-06,8,2
2010-06,9,4
2010-06,10,3
2010-06,11,6
2010-06,12,4
2010-06,13,4
2010-06,14,1
2010-06,15,3
2010-06,16,0
2010-06,17,2
2010-06,18,1
2010-06,19,1
2010-06,20,2
2010-06,21,0
2010-06,22,2
2010-06,23,8
2010-06,24,0
2010-06,26,1
2010-06,27,0
2010-06,28,0
2010-06,29,0
2010-06,32,0
2010-06,33,0
2010-06,34,1
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,1
2010-06,39,0
2010-06,40,0
2010-06,41,0
2010-06,42,0
2010-06,43,0
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,1
2010-06,1,33
2010-06,2,2
2010-06,3,14
2010-06,4,4
2010-06,5,8
2010-06,6,7
2010-06,7,5
2010-06,8,2
2010-06,9,0
2010-06,10,0
2010-06,11,1
2010-06,12,0
2010-06,13,4
2010-06,14,1
2010-06,15,5
2010-06,16,0
2010-06,17,1
2010-06,18,0
2010-06,19,1
2010-06,20,2
2010-06,21,1
2010-06,22,0
2010-06,23,4
2010-06,24,0
2010-06,26,1
2010-06,27,2
2010-06,28,1
2010-06,29,1
2010-06,32,0
2010-06,33,0
2010-06,34,0
2010-06,35,0
2010-06,36,0
2010-06,37,0
2010-06,38,0
2010-06,39,0
2010-06,40,1
2010-06,41,1
2010-06,42,0
2010-06,43,2
2010-06,44,1
2010-06,45,1
2010-06,46,0
2010-06,47,3
2010-06,1,20
2010-06,2,5
2010-06,3,2
2010-06,4,2
2010-06,5,2
2010-06,6,1
2010-06,7,1
2010-06,8,3
2010-06,9,1
2010-06,10,2
2010-06,11,8
2010-06,12,7
2010-06,13,9
2010-06,14,3
2010-06,15,0
2010-06,16,1
2010-06,17,3
2010-06,18,3
2010-06,20,3
2010-06,21,2
2010-06,22,2
2010-06,23,8
2010-06,24,5
2010-06,25,4
2010-06,26,4
2010-06,27,12
2010-06,28,5
2010-06,29,6
2010-06,31,2
2010-06,32,0
2010-06,33,5
2010-06,34,2
2010-06,35,0
2010-06,36,1
2010-06,37,3
2010-06,38,9
2010-06,39,0
2010-06,40,2
2010-06,41,1
2010-06,42,0
2010-06,43,4
2010-06,44,5
2010-06,45,8
2010-06,46,4
2010-06,47,6
2010-06,1,16
2010-06,2,1
2010-06,3,0
2010-06,4,3
2010-06,5,1
2010-06,6,0
2010-06,7,3
2010-06,8,3
2010-06,9,4
2010-06,10,3
2010-06,11,13
2010-06,12,11
2010-06,13,9
2010-06,14,13
2010-06,15,0
2010-06,16,1
2010-06,17,0
2010-06,18,1
2010-06,19,6
2010-06,20,3
2010-06,21,9
2010-06,22,22
2010-06,23,66
2010-06,24,10
2010-06,25,4
2010-06,26,10
2010-06,27,18
2010-06,28,12
2010-06,29,6
2010-06,30,6
2010-06,32,0
2010-06,33,3
2010-06,34,6
2010-06,35,0
2010-06,36,4
2010-06,37,4
2010-06,38,4
2010-06,39,4
2010-06,40,2
2010-06,41,0
2010-06,42,0
2010-06,43,1
2010-06,44,6
2010-06,45,2
2010-06,46,8
2010-06,47,1
2010-06,1,21
2010-06,2,0
2010-06,3,2
2010-06,4,0
2010-06,5,0
2010-06,6,2
2010-06,7,2
2010-06,8,1
2010-06,9,3
2010-06,10,0
2010-06,11,6
2010-06,12,1
2010-06,13,4
2010-06,14,7
2010-06,15,1
2010-06,16,0
2010-06,17,0
2010-06,18,0
2010-06,19,2
2010-06,20,3
2010-06,21,3
2010-06,22,14
2010-06,23,31
2010-06,24,6
2010-06,25,0
2010-06,26,1
2010-06,27,13
2010-06,28,4
2010-06,29,1
2010-06,30,4
2010-06,32,0
2010-06,33,0
2010-06,34,2
2010-06,35,0
2010-06,36,1
2010-06,37,1
2010-06,38,1
2010-06,39,0
2010-06,40,1
2010-06,41,0
2010-06,42,0
2010-06,43,1
2010-06,44,0
2010-06,45,0
2010-06,46,0
2010-06,47,2
2010-06,1,5
2010-06,2,0
2010-06,3,0
2010-06,4,0
2010-06,5,0
2010-06,6,1
2010-06,7,0
2010-06,8,1
2010-06,9,0
2010-06,10,1
2010-06,11,5
2010-06,12,3
2010-06,13,3
2010-06,14,3
2010-06,15,0
2010-06,16,1
2010-06,17,0
2010-06,18,1
2010-06,19,1
2010-06,20,7
2010-06,21,4
2010-06,22,4
2010-06,23,28
2010-06,24,4
2010-06,25,0
2010-06,26,7
2010-06,27,9
2010-06,28,3
2010-06,29,1
2010-06,30,2
2010-06,32,1
2010-06,33,2
2010-06,34,0
2010-06,35,0
2010-06,36,0
2010-06,37,2
2010-06,38,0
2010-06,39,0
2010-06,40,2
2010-06,41,0
2010-06,42,1
2010-06,43,0
2010-06,44,2
2010-06,45,0
2010-06,46,0
2010-06,47,2
2009-07,1,0
2009-07,2,0
2009-07,3,0
2009-07,4,0
2009-07,5,1
2009-07,6,0
2009-07,7,0
2009-07,8,0
2009-07,9,0
2009-07,10,0
2009-07,11,2
2009-07,12,1
2009-07,13,0
2009-07,14,0
2009-07,15,2
2009-07,16,0
2009-07,17,0
2009-07,18,0
2009-07,19,0
2009-07,20,1
2009-07,21,0
2009-07,22,4
2009-07,23,15
2009-07,24,3
2009-07,25,1
2009-07,26,1
2009-07,27,10
2009-07,28,2
2009-07,29,2
2009-07,30,0
2009-07,31,0
2009-07,32,0
2009-07,33,1
2009-07,34,0
2009-07,35,0
2009-07,36,4
2009-07,37,1
2009-07,38,1
2009-07,39,0
2009-07,40,0
2009-07,41,0
2009-07,42,0
2009-07,43,1
2009-07,44,2
2009-07,45,1
2009-07,46,1
2009-07,47,6
2009-07,1,0
2009-07,2,0
2009-07,3,0
2009-07,4,1
2009-07,5,0
2009-07,6,0
2009-07,7,0
2009-07,8,0
2009-07,9,0
2009-07,10,0
2009-07,11,0
2009-07,12,0
2009-07,13,0
2009-07,14,0
2009-07,15,0
2009-07,16,0
2009-07,17,2
2009-07,18,0
2009-07,19,0
2009-07,20,0
2009-07,21,0
2009-07,22,0
2009-07,23,5
2009-07,24,1
2009-07,25,0
2009-07,26,2
2009-07,27,2
2009-07,28,2
2009-07,29,0
2009-07,30,0
2009-07,31,0
2009-07,32,1
2009-07,33,1
2009-07,34,0
2009-07,35,0
2009-07,36,0
2009-07,37,0
2009-07,38,1
2009-07,39,0
2009-07,40,0
2009-07,41,0
2009-07,42,0
2009-07,43,0
2009-07,44,0
2009-07,45,0
2009-07,46,0
2009-07,47,4
2009-07,1,0
2009-07,2,0
2009-07,3,1
2009-07,4,1
2009-07,5,0
2009-07,6,0
2009-07,7,0
2009-07,8,1
2009-07,9,1
2009-07,10,0
2009-07,11,1
2009-07,12,1
2009-07,13,0
2009-07,14,0
2009-07,15,1
2009-07,16,0
2009-07,17,0
2009-07,18,0
2009-07,19,0
2009-07,20,1
2009-07,21,0
2009-07,22,1
2009-07,23,5
2009-07,24,0
2009-07,25,1
2009-07,26,1
2009-07,27,3
2009-07,28,1
2009-07,29,0
2009-07,30,0
2009-07,31,0
2009-07,32,1
2009-07,33,1
2009-07,34,3
2009-07,35,0
2009-07,36,0
2009-07,37,0
2009-07,38,0
2009-07,39,1
2009-07,40,0
2009-07,41,1
2009-07,42,0
2009-07,43,2
2009-07,44,0
2009-07,45,0
2009-07,46,1
2009-07,47,2
2009-07,1,1
2009-07,2,0
2009-07,3,0
2009-07,4,0
2009-07,5,0
2009-07,6,1
2009-07,7,0
2009-07,8,2
2009-07,9,1
2009-07,10,1
2009-07,11,4
2009-07,12,4
2009-07,13,2
2009-07,14,2
2009-07,15,1
2009-07,16,0
2009-07,17,4
2009-07,18,0
2009-07,19,0
2009-07,20,5
2009-07,21,1
2009-07,22,0
2009-07,23,1
2009-07,24,2
2009-07,25,2
2009-07,26,5
2009-07,27,3
2009-07,28,5
2009-07,29,0
2009-07,30,3
2009-07,31,0
2009-07,32,0
2009-07,33,1
2009-07,34,2
2009-07,35,1
2009-07,36,0
2009-07,37,0
2009-07,38,2
2009-07,39,0
2009-07,40,4
2009-07,41,1
2009-07,42,1
2009-07,43,1
2009-07,44,2
2009-07,45,0
2009-07,46,2
2009-07,47,1
2009-07,1,5
2009-07,2,0
2009-07,3,0
2009-07,4,4
2009-07,5,2
2009-07,6,3
2009-07,7,2
2009-07,8,1
2009-07,9,4
2009-07,10,2
2009-07,11,7
2009-07,12,7
2009-07,13,0
2009-07,14,2
2009-07,15,5
2009-07,16,1
2009-07,17,5
2009-07,18,2
2009-07,19,0
2009-07,20,4
2009-07,21,5
2009-07,22,0
2009-07,23,5
2009-07,24,0
2009-07,25,2
2009-07,26,3
2009-07,27,6
2009-07,28,4
2009-07,29,1
2009-07,30,0
2009-07,31,1
2009-07,32,1
2009-07,33,1
2009-07,34,3
2009-07,35,0
2009-07,36,0
2009-07,37,1
2009-07,38,0
2009-07,39,0
2009-07,40,4
2009-07,41,1
2009-07,42,1
2009-07,43,2
2009-07,44,0
2009-07,45,1
2009-07,46,4
2009-07,47,3
2009-07,1,2
2009-07,2,1
2009-07,3,2
2009-07,4,1
2009-07,5,0
2009-07,6,2
2009-07,7,2
2009-07,8,4
2009-07,9,0
2009-07,10,0
2009-07,11,1
2009-07,12,1
2009-07,13,0
2009-07,14,0
2009-07,15,3
2009-07,16,0
2009-07,17,3
2009-07,18,0
2009-07,19,0
2009-07,20,0
2009-07,21,1
2009-07,22,1
2009-07,23,10
2009-07,24,0
2009-07,25,4
2009-07,26,3
2009-07,27,7
2009-07,28,6
2009-07,29,1
2009-07,30,2
2009-07,31,4
2009-07,32,4
2009-07,33,6
2009-07,34,2
2009-07,35,1
2009-07,36,1
2009-07,37,0
2009-07,38,5
2009-07,39,1
2009-07,40,6
2009-07,41,1
2009-07,42,2
2009-07,43,3
2009-07,44,1
2009-07,45,3
2009-07,46,2
2009-07,47,1
2009-07,1,3
2009-07,2,1
2009-07,3,2
2009-07,4,4
2009-07,5,1
2009-07,6,2
2009-07,7,3
2009-07,8,10
2009-07,9,3
2009-07,10,5
2009-07,11,16
2009-07,12,3
2009-07,13,4
2009-07,14,3
2009-07,15,6
2009-07,16,0
2009-07,17,4
2009-07,18,5
2009-07,19,0
2009-07,20,0
2009-07,21,2
2009-07,22,2
2009-07,23,12
2009-07,24,5
2009-07,25,0
2009-07,26,0
2009-07,27,9
2009-07,28,2
2009-07,29,1
2009-07,30,2
2009-07,31,1
2009-07,32,1
2009-07,33,5
2009-07,34,2
2009-07,35,0
2009-07,36,0
2009-07,37,0
2009-07,38,2
2009-07,39,0
2009-07,40,4
2009-07,41,1
2009-07,42,1
2009-07,43,2
2009-07,44,3
2009-07,45,1
2009-07,46,0
2009-07,47,5
2009-07,1,0
2009-07,2,1
2009-07,3,0
2009-07,4,0
2009-07,5,0
2009-07,6,0
2009-07,7,2
2009-07,8,1
2009-07,9,1
2009-07,10,1
2009-07,11,1
2009-07,12,1
2009-07,13,0
2009-07,14,1
2009-07,15,1
2009-07,16,1
2009-07,17,0
2009-07,18,0
2009-07,19,1
2009-07,20,1
2009-07,21,0
2009-07,22,0
2009-07,23,4
2009-07,24,1
2009-07,25,1
2009-07,26,1
2009-07,27,3
2009-07,28,2
2009-07,29,1
2009-07,30,0
2009-07,31,0
2009-07,32,2
2009-07,33,1
2009-07,34,2
2009-07,35,0
2009-07,36,0
2009-07,37,0
2009-07,38,3
2009-07,39,1
2009-07,40,0
2009-07,41,1
2009-07,42,0
2009-07,43,0
2009-07,44,0
2009-07,45,1
2009-07,46,4
2009-07,47,3
2009-07,1,3
2009-07,2,0
2009-07,3,0
2009-07,4,0
2009-07,5,0
2009-07,6,0
2009-07,7,0
2009-07,8,4
2009-07,9,1
2009-07,10,0
2009-07,11,10
2009-07,12,6
2009-07,13,1
2009-07,14,3
2009-07,15,0
2009-07,16,0
2009-07,17,0
2009-07,18,0
2009-07,19,0
2009-07,20,0
2009-07,21,3
2009-07,22,3
2009-07,23,14
2009-07,24,3
2009-07,25,3
2009-07,26,0
2009-07,27,10
2009-07,28,8
2009-07,29,7
2009-07,30,1
2009-07,31,1
2009-07,32,1
2009-07,33,7
2009-07,34,2
2009-07,35,1
2009-07,36,0
2009-07,37,3
2009-07,38,5
2009-07,39,0
2009-07,40,4
2009-07,41,0
2009-07,42,0
2009-07,43,2
2009-07,44,2
2009-07,45,4
2009-07,46,7
2009-07,47,2
2009-07,1,0
2009-07,2,0
2009-07,3,0
2009-07,4,1
2009-07,5,0
2009-07,6,0
2009-07,7,1
2009-07,8,0
2009-07,9,1
2009-07,10,0
2009-07,11,5
2009-07,12,1
2009-07,13,1
2009-07,14,2
2009-07,15,0
2009-07,16,0
2009-07,17,0
2009-07,18,0
2009-07,19,2
2009-07,20,0
2009-07,21,0
2009-07,22,3
2009-07,23,8
2009-07,24,0
2009-07,25,0
2009-07,26,0
2009-07,27,3
2009-07,28,2
2009-07,29,2
2009-07,30,3
2009-07,31,0
2009-07,32,0
2009-07,33,1
2009-07,34,0
2009-07,35,1
2009-07,36,0
2009-07,37,0
2009-07,38,6
2009-07,39,2
2009-07,40,1
2009-07,41,0
2009-07,42,0
2009-07,43,2
2009-07,44,0
2009-07,45,5
2009-07,46,6
2009-07,47,4
2009-07,1,0
2009-07,2,0
2009-07,3,0
2009-07,4,3
2009-07,5,1
2009-07,6,3
2009-07,7,2
2009-07,8,1
2009-07,9,0
2009-07,10,1
2009-07,11,6
2009-07,12,4
2009-07,13,0
2009-07,14,2
2009-07,15,3
2009-07,16,0
2009-07,17,1
2009-07,18,0
2009-07,19,2
2009-07,20,3
2009-07,21,2
2009-07,22,7
2009-07,23,12
2009-07,24,7
2009-07,25,2
2009-07,26,3
2009-07,27,5
2009-07,28,6
2009-07,29,1
2009-07,30,0
2009-07,31,2
2009-07,32,0
2009-07,33,7
2009-07,34,4
2009-07,35,2
2009-07,36,0
2009-07,37,2
2009-07,38,1
2009-07,39,3
2009-07,40,0
2009-07,41,0
2009-07,42,0
2009-07,43,1
2009-07,44,0
2009-07,45,2
2009-07,46,3
2009-07,47,8
2009-07,1,1
2009-07,2,0
2009-07,3,0
2009-07,4,1
2009-07,5,0
2009-07,6,2
2009-07,7,1
2009-07,8,2
2009-07,9,6
2009-07,10,2
2009-07,11,10
2009-07,12,4
2009-07,13,2
2009-07,14,3
2009-07,15,0
2009-07,16,0
2009-07,17,2
2009-07,18,2
2009-07,19,1
2009-07,20,0
2009-07,21,3
2009-07,22,2
2009-07,23,21
2009-07,24,6
2009-07,25,5
2009-07,26,7
2009-07,27,20
2009-07,28,12
2009-07,29,5
2009-07,30,6
2009-07,31,3
2009-07,32,2
2009-07,33,6
2009-07,34,2
2009-07,35,1
2009-07,36,3
2009-07,37,3
2009-07,38,4
2009-07,39,5
2009-07,40,15
2009-07,41,3
2009-07,42,2
2009-07,43,5
2009-07,44,3
2009-07,45,6
2009-07,46,15
2009-07,47,1
2009-07,1,1
2009-07,2,0
2009-07,3,0
2009-07,4,0
2009-07,5,0
2009-07,6,0
2009-07,7,4
2009-07,8,9
2009-07,9,1
2009-07,10,7
2009-07,11,23
2009-07,12,8
2009-07,13,5
2009-07,14,1
2009-07,15,0
2009-07,16,0
2009-07,17,0
2009-07,18,1
2009-07,19,1
2009-07,20,2
2009-07,21,2
2009-07,22,3
2009-07,23,36
2009-07,24,13
2009-07,25,3
2009-07,26,3
2009-07,27,23
2009-07,28,15
2009-07,29,2
2009-07,30,5
2009-07,31,1
2009-07,32,4
2009-07,33,7
2009-07,34,12
2009-07,35,3
2009-07,36,3
2009-07,37,6
2009-07,38,6
2009-07,39,2
2009-07,40,15
2009-07,41,3
2009-07,42,10
2009-07,43,4
2009-07,44,5
2009-07,45,7
2009-07,46,15
2009-07,47,2
2009-07,1,0
2009-07,2,1
2009-07,3,1
2009-07,4,4
2009-07,5,1
2009-07,6,0
2009-07,7,2
2009-07,8,3
2009-07,9,2
2009-07,10,5
2009-07,11,17
2009-07,12,7
2009-07,13,2
2009-07,14,17
2009-07,15,3
2009-07,16,6
2009-07,17,9
2009-07,18,7
2009-07,19,2
2009-07,20,4
2009-07,21,13
2009-07,22,7
2009-07,23,60
2009-07,24,17
2009-07,25,10
2009-07,26,28
2009-07,27,38
2009-07,28,38
2009-07,29,11
2009-07,30,8
2009-07,31,1
2009-07,32,1
2009-07,33,16
2009-07,34,12
2009-07,35,11
2009-07,36,3
2009-07,37,10
2009-07,38,7
2009-07,39,2
2009-07,40,24
2009-07,41,2
2009-07,42,2
2009-07,43,13
2009-07,44,7
2009-07,45,3
2009-07,46,9
2009-07,47,2
2009-07,1,0
2009-07,2,0
2009-07,3,0
2009-07,4,4
2009-07,5,1
2009-07,6,5
2009-07,7,19
2009-07,8,12
2009-07,9,8
2009-07,10,10
2009-07,11,30
2009-07,12,18
2009-07,13,4
2009-07,14,23
2009-07,15,24
2009-07,16,6
2009-07,17,6
2009-07,18,4
2009-07,19,3
2009-07,20,13
2009-07,21,11
2009-07,22,14
2009-07,23,38
2009-07,24,11
2009-07,25,6
2009-07,26,10
2009-07,27,16
2009-07,28,10
2009-07,29,5
2009-07,30,3
2009-07,31,0
2009-07,32,0
2009-07,33,4
2009-07,34,2
2009-07,35,0
2009-07,36,1
2009-07,37,3
2009-07,38,4
2009-07,39,2
2009-07,40,4
2009-07,41,0
2009-07,42,1
2009-07,43,1
2009-07,44,5
2009-07,45,6
2009-07,46,2
2009-07,47,5
2009-07,1,2
2009-07,2,0
2009-07,3,3
2009-07,4,4
2009-07,5,0
2009-07,6,1
2009-07,7,4
2009-07,8,9
2009-07,9,10
2009-07,10,9
2009-07,11,29
2009-07,12,20
2009-07,13,48
2009-07,14,30
2009-07,15,1
2009-07,16,0
2009-07,17,1
2009-07,18,1
2009-07,19,4
2009-07,20,4
2009-07,21,1
2009-07,22,12
2009-07,23,16
2009-07,24,7
2009-07,25,2
2009-07,26,1
2009-07,27,14
2009-07,28,4
2009-07,29,3
2009-07,30,4
2009-07,31,2
2009-07,32,0
2009-07,33,3
2009-07,34,0
2009-07,35,0
2009-07,36,1
2009-07,37,0
2009-07,38,4
2009-07,39,4
2009-07,40,4
2009-07,41,1
2009-07,42,2
2009-07,43,4
2009-07,44,2
2009-07,45,5
2009-07,46,10
2009-07,47,5
2009-07,1,1
2009-07,2,1
2009-07,3,0
2009-07,4,7
2009-07,5,7
2009-07,6,5
2009-07,7,5
2009-07,8,4
2009-07,9,1
2009-07,10,4
2009-07,11,7
2009-07,12,8
2009-07,13,9
2009-07,14,4
2009-07,15,2
2009-07,16,0
2009-07,17,0
2009-07,18,0
2009-07,19,0
2009-07,20,0
2009-07,21,1
2009-07,22,1
2009-07,23,9
2009-07,24,1
2009-07,25,0
2009-07,26,4
2009-07,27,8
2009-07,28,3
2009-07,29,0
2009-07,30,1
2009-07,31,0
2009-07,32,0
2009-07,33,0
2009-07,34,0
2009-07,35,0
2009-07,36,0
2009-07,37,0
2009-07,38,2
2009-07,39,1
2009-07,40,9
2009-07,41,2
2009-07,42,4
2009-07,43,5
2009-07,44,2
2009-07,45,7
2009-07,46,6
2009-07,47,3
2009-07,1,2
2009-07,2,0
2009-07,3,0
2009-07,4,1
2009-07,5,1
2009-07,6,0
2009-07,7,6
2009-07,8,4
2009-07,9,7
2009-07,10,6
2009-07,11,19
2009-07,12,16
2009-07,13,8
2009-07,14,9
2009-07,15,0
2009-07,16,0
2009-07,17,0
2009-07,18,3
2009-07,19,0
2009-07,20,1
2009-07,21,5
2009-07,22,5
2009-07,23,29
2009-07,24,10
2009-07,25,0
2009-07,26,8
2009-07,27,25
2009-07,28,22
2009-07,29,4
2009-07,30,5
2009-07,31,2
2009-07,32,5
2009-07,33,7
2009-07,34,4
2009-07,35,8
2009-07,36,5
2009-07,37,5
2009-07,38,5
2009-07,39,7
2009-07,40,20
2009-07,41,5
2009-07,42,8
2009-07,43,7
2009-07,44,8
2009-07,45,12
2009-07,46,10
2009-07,47,3
2009-07,1,8
2009-07,2,2
2009-07,3,0
2009-07,4,1
2009-07,5,3
2009-07,6,1
2009-07,7,10
2009-07,8,4
2009-07,9,5
2009-07,10,8
2009-07,11,29
2009-07,12,14
2009-07,13,24
2009-07,14,9
2009-07,15,1
2009-07,16,0
2009-07,17,1
2009-07,18,1
2009-07,19,1
2009-07,20,4
2009-07,21,9
2009-07,22,15
2009-07,23,27
2009-07,24,11
2009-07,25,4
2009-07,26,8
2009-07,27,20
2009-07,28,14
2009-07,29,2
2009-07,30,7
2009-07,31,1
2009-07,32,1
2009-07,33,6
2009-07,34,6
2009-07,35,8
2009-07,36,3
2009-07,37,5
2009-07,38,6
2009-07,39,2
2009-07,40,15
2009-07,41,2
2009-07,42,1
2009-07,43,7
2009-07,44,5
2009-07,45,6
2009-07,46,18
2009-07,47,4
2009-07,1,1
2009-07,2,2
2009-07,3,5
2009-07,4,4
2009-07,5,4
2009-07,6,0
2009-07,7,3
2009-07,8,1
2009-07,9,1
2009-07,10,3
2009-07,11,6
2009-07,12,8
2009-07,13,7
2009-07,14,8
2009-07,15,3
2009-07,16,0
2009-07,17,1
2009-07,18,1
2009-07,19,1
2009-07,20,5
2009-07,21,3
2009-07,22,6
2009-07,23,17
2009-07,24,5
2009-07,25,2
2009-07,26,2
2009-07,27,12
2009-07,28,7
2009-07,29,1
2009-07,30,3
2009-07,31,0
2009-07,32,2
2009-07,33,2
2009-07,34,0
2009-07,35,2
2009-07,36,3
2009-07,37,1
2009-07,38,2
2009-07,39,2
2009-07,40,17
2009-07,41,0
2009-07,42,0
2009-07,43,5
2009-07,44,2
2009-07,45,3
2009-07,46,7
2009-07,47,1
2009-07,1,5
2009-07,2,0
2009-07,3,0
2009-07,4,0
2009-07,5,5
2009-07,6,0
2009-07,7,1
2009-07,8,2
2009-07,9,1
2009-07,10,0
2009-07,11,0
2009-07,12,1
2009-07,13,1
2009-07,14,2
2009-07,15,0
2009-07,16,1
2009-07,17,1
2009-07,18,0
2009-07,19,0
2009-07,20,1
2009-07,21,0
2009-07,22,0
2009-07,23,9
2009-07,24,0
2009-07,25,2
2009-07,26,0
2009-07,27,3
2009-07,28,5
2009-07,29,1
2009-07,30,1
2009-07,31,0
2009-07,32,0
2009-07,33,0
2009-07,34,0
2009-07,35,0
2009-07,36,0
2009-07,37,1
2009-07,38,0
2009-07,39,1
2009-07,40,4
2009-07,41,0
2009-07,42,3
2009-07,43,5
2009-07,44,1
2009-07,45,3
2009-07,46,4
2009-07,47,0
2009-07,1,0
2009-07,2,0
2009-07,3,0
2009-07,4,0
2009-07,5,0
2009-07,6,1
2009-07,7,0
2009-07,8,1
2009-07,9,0
2009-07,10,0
2009-07,11,2
2009-07,12,1
2009-07,13,3
2009-07,14,0
2009-07,15,1
2009-07,16,0
2009-07,17,1
2009-07,18,0
2009-07,19,0
2009-07,20,0
2009-07,21,2
2009-07,22,0
2009-07,23,7
2009-07,24,0
2009-07,25,1
2009-07,26,3
2009-07,27,8
2009-07,28,4
2009-07,29,3
2009-07,30,1
2009-07,31,0
2009-07,32,1
2009-07,33,2
2009-07,34,5
2009-07,35,1
2009-07,36,1
2009-07,37,1
2009-07,38,0
2009-07,39,1
2009-07,40,7
2009-07,41,1
2009-07,42,0
2009-07,43,1
2009-07,44,1
2009-07,45,3
2009-07,46,3
2009-07,47,1
2009-07,1,3
2009-07,2,1
2009-07,3,0
2009-07,4,1
2009-07,5,7
2009-07,6,2
2009-07,7,0
2009-07,8,3
2009-07,9,1
2009-07,10,2
2009-07,11,3
2009-07,12,5
2009-07,13,3
2009-07,14,1
2009-07,15,2
2009-07,16,0
2009-07,17,1
2009-07,18,0
2009-07,19,2
2009-07,20,2
2009-07,21,4
2009-07,22,3
2009-07,23,18
2009-07,24,0
2009-07,25,0
2009-07,26,3
2009-07,27,17
2009-07,28,16
2009-07,29,4
2009-07,30,3
2009-07,31,1
2009-07,32,2
2009-07,33,10
2009-07,34,2
2009-07,35,2
2009-07,36,2
2009-07,37,4
2009-07,38,5
2009-07,39,5
2009-07,40,10
2009-07,41,0
2009-07,42,2
2009-07,43,1
2009-07,44,1
2009-07,45,1
2009-07,46,2
2009-07,47,3
2009-07,1,4
2009-07,2,0
2009-07,3,0
2009-07,4,0
2009-07,5,1
2009-07,6,1
2009-07,7,0
2009-07,8,3
2009-07,9,2
2009-07,10,1
2009-07,11,4
2009-07,12,3
2009-07,13,5
